character,degree,weighted_degree,betweenness,mentions
Theodore Vasílyevich Rostopchín,1,1,0.0,1
Theodore Vasílyevich,1,1,0.0,1
Robbery,1,1,0.0,2
Dorogomílov,1,1,0.0,1
ma tendre,1,1,0.0,1
Maison de ma Mère,1,1,0.0,2
Alexéevich,1,1,0.0,1
Sophia Danílovna,1,1,0.0,2
Podnovínsk Streets,1,1,0.0,1
Providence,1,1,0.0,1
Joshua,1,1,0.0,1
Simon Chekmár,1,1,0.0,1
l’honneur,1,1,0.0,2
Wostóv,1,1,0.0,3
white satin,1,1,0.0,1
Márya Ignátevna Perónskaya,1,1,0.0,1
Inn,1,1,0.0,1
Petersburg Borís,1,1,0.0,1
Traun,1,1,0.0,1
Cadet Miwónov,1,1,0.0,1
Cadet,1,1,0.0,1
Genoa,1,1,0.0,1
Fallen,1,1,0.0,1
Russie,1,1,0.0,1
Lázarev,1,1,0.0,4
Prince Kozlóvski,1,1,0.0,1
Count Rostóv,1,1,0.0,3
Field Marshal Kutúzov,1,1,0.0,1
Lazarchúk,1,1,0.0,1
Elisaveta,1,1,0.0,1
agile feet,1,1,0.0,1
Mann,1,1,0.0,1
Akínfi,1,1,0.0,1
Odessa,1,1,0.0,1
mon ami,1,1,0.0,1
Theodore Iványch,1,1,0.0,6
Másha,1,1,0.0,4
Misha,1,1,0.0,2
Archduchy,1,1,0.0,1
Beside Kutúzov,1,1,0.0,1
Prokhór Ignátych,1,1,0.0,1
Fédeshon,1,1,0.0,1
hazel bush,1,1,0.0,1
Daniel gave,1,1,0.0,1
Lyubím,1,1,0.0,1
Bondarénko,1,1,0.0,1
Count Peter,1,1,0.0,1
Koko,1,1,0.0,1
Cependant,1,1,0.0,1
King Francis,1,1,0.0,1
Mikhelson,1,1,0.0,1
Larrey,1,1,0.0,3
Praskóvya Sávishna,1,1,0.0,1
Captain Túshin’s,1,1,0.0,1
mon prince,1,1,0.0,1
kinsman,1,1,0.0,1
Narýshkin,1,1,0.0,1
Bourienne,1,1,0.0,1
Glad,1,1,0.0,1
Prince Repnín,1,1,0.0,4
Kolyázin,1,1,0.0,3
gouvernement français,1,1,0.0,1
Adam Czartorýski,1,1,0.0,1
Thresh,1,1,0.0,1
Captain von Toll,1,1,0.0,1
Ilyá Iványch,1,1,0.0,1
la guerre,1,1,0.0,1
Mark,1,1,0.0,1
Rostóv felt Rook’s,1,1,0.0,1
Zakharchénko,1,1,0.0,1
Kari,1,1,0.0,1
Kaská,1,1,0.0,1
Mary’s ‘God’s,1,1,0.0,1
Count Vrbna,1,1,0.0,1
Kiev Pierre,1,1,0.0,1
Karl Ivánich,1,1,0.0,2
Roi de Prusse,1,1,0.0,3
Don Juan,1,1,0.0,2
de l’homme,1,1,0.0,1
notre alliée,1,1,0.0,1
Shítov,1,1,0.0,1
"M. Kronq,—chargé",1,1,0.0,1
Near Hetzelsdorf Prince Andrew,1,1,0.0,1
Odessa Masons,1,1,0.0,1
Captain Túshin,1,1,0.0,2
Joseph Alexéevich Bazdéev,1,1,0.0,1
Count Willarski,1,1,0.0,2
Sterne,1,1,0.0,1
Ilyá Rostóv’s,1,1,0.0,2
Lise Meinen,1,1,0.0,1
Bolkónskaya,1,1,0.0,2
Danílov,1,1,0.0,1
Sventsyáni,1,1,0.0,1
Volkónski,1,1,0.0,2
Anatole Kurágin’s,1,1,0.0,1
another’s,1,1,0.0,1
Akhárovs,1,1,0.0,1
Khvóstikov,1,1,0.0,2
Matrëna Matrévna,1,1,0.0,1
Annette,1,1,0.0,1
calmer,1,1,0.0,2
Peter Mikháylovich Volkónski,1,1,0.0,1
Countess Rostóva,1,1,0.0,2
Peters,1,1,0.0,1
Empress Márya Fëdorovna,1,1,0.0,1
Schubert,1,1,0.0,1
Fahrenheit,1,1,0.0,1
Charles XII,1,1,0.0,1
Márya Ivánovna Dólokhova,1,1,0.0,1
Thorn,1,1,0.0,1
Michael Ilariónovich Kutúzov,1,1,0.0,1
André,1,1,0.0,1
Au,1,1,0.0,1
Duroc,1,1,0.0,1
Mlle Schérer,1,1,0.0,1
Monsieur de Castrès,1,1,0.0,1
Kurákin,1,1,0.0,3
rebuke him,1,1,0.0,1
Your Majesty,1,1,0.0,2
Mámontov,1,1,0.0,1
Princess Drubetskáya,1,1,0.0,1
Fédya Obolénski,1,1,0.0,1
Mademoiselle Karágina,1,1,0.0,1
Catiche,1,1,0.0,1
kindest,1,1,0.0,1
Narýshkins,1,1,0.0,1
Zat,1,1,0.0,1
Liza,1,1,0.0,1
Mademoiselle Julie Karágina,1,1,0.0,1
Remember Thy,1,1,0.0,1
Death,1,1,0.0,1
Alénina,1,1,0.0,1
Andrew Sevastyánych,1,1,0.0,1
Peter Nikoláevich,1,1,0.0,3
N. N,1,1,0.0,1
knee breeches,1,1,0.0,1
Beside Pétya,1,1,0.0,1
Mary inquired,0,0,0.0,1
Iván Lukích,0,0,0.0,1
Nicholas Iványch,0,0,0.0,1
Villier,0,0,0.0,1
Fine,0,0,0.0,1
ho,0,0,0.0,1
la donne,0,0,0.0,1
Buckle,0,0,0.0,1
Aide-de-camp,0,0,0.0,2
Voltaires,0,0,0.0,1
Auersperg,0,0,0.0,1
Alsatian,0,0,0.0,1
Ptolemaic,0,0,0.0,1
Oká,0,0,0.0,1
Kúrbski,0,0,0.0,1
Vicomte de Mortemart,0,0,0.0,1
Échkino,0,0,0.0,1
Grékov,0,0,0.0,2
satin,0,0,0.0,1
Amelie,0,0,0.0,1
Lëlya,0,0,0.0,1
Tutólmin,0,0,0.0,1
Petróv,0,0,0.0,2
Koutouzov,0,0,0.0,1
Platoche,0,0,0.0,1
Zúbova,0,0,0.0,1
Antónov,0,0,0.0,1
Matthew,0,0,0.0,1
Little Túshin,0,0,0.0,1
Attila,0,0,0.0,1
Bugler,0,0,0.0,1
Natásha Rostóva,0,0,0.0,1
Bruin,0,0,0.0,1
Schlosser,0,0,0.0,1
malheureux Mack,0,0,0.0,1
Kírsten,0,0,0.0,1
Villeneuve,0,0,0.0,1
Adieu,0,0,0.0,1
Tarás,0,0,0.0,1
Chichagóv,0,0,0.0,1
Alphonse Kárlovich,0,0,0.0,1
Bykov,0,0,0.0,1
Kobelnitz,0,0,0.0,2
zakúska,0,0,0.0,1
Anna Timoféevna,0,0,0.0,1
Plátov,0,0,0.0,1
Captain,0,0,0.0,4
Kiselëv,0,0,0.0,1
Att,0,0,0.0,1
Sedyablyaka,0,0,0.0,1
Zaletáev,0,0,0.0,2
ho ho,0,0,0.0,1
Michael Mítrich,0,0,0.0,2
Bolkónskis,0,0,0.0,1
Trains,0,0,0.0,1
Evidently Natásha,0,0,0.0,1
JULIE,0,0,0.0,1
Beyond Smolénsk,0,0,0.0,1
Junot,0,0,0.0,2
Denís Davýdov,0,0,0.0,1
“Prince Vasíli,0,0,0.0,1
Vasílisa,0,0,0.0,1
Lanfrey,0,0,0.0,1
Tíkhon Shcherbáty,0,0,0.0,1
Louis-es,0,0,0.0,1
Jacobin,0,0,0.0,1
“Prince Auersperg,0,0,0.0,1
Gibbon,0,0,0.0,1
Evidently Pierre,0,0,0.0,1
MARY,0,0,0.0,2
Lisa,0,0,0.0,1
Euer Hochgeboren,0,0,0.0,1
Prince Nesvítski,0,0,0.0,1
Salomoni,0,0,0.0,1
I. ‘Christ,0,0,0.0,1
Vincent,0,0,0.0,1
Meanwhile Nesvítski,0,0,0.0,1
Madame de Genlis,0,0,0.0,1
Staff Officer,0,0,0.0,1
Nicholas inquired,0,0,0.0,2
Karabákh,0,0,0.0,1
Cadet Mirónov,0,0,0.0,1
Zíkin,0,0,0.0,1
Empia,0,0,0.0,1
parisienne de cœur,0,0,0.0,1
Jack,0,0,0.0,1
Melyukóva,0,0,0.0,1
Sistine Madonna,0,0,0.0,1
de Beausset half,0,0,0.0,1
De Beausset,0,0,0.0,3
de Beausset,0,0,0.0,9
De Beausset’s,0,0,0.0,1
Eau de Cologne,0,0,0.0,1
Hussar,0,0,0.0,1
Andrew Kaysárov,0,0,0.0,1
gypsy choirs,0,0,0.0,1
n’a pas de sexe,0,0,0.0,1
tranquille,0,0,0.0,1
Anna Semënovna,0,0,0.0,1
Michael Kirílovich,0,0,0.0,1
Julie—,0,0,0.0,1
Fóka,0,0,0.0,1
Sorbier,0,0,0.0,1
Prince Poniatowski,0,0,0.0,1
Gibrard,0,0,0.0,1
Kondrátevna,0,0,0.0,1
Peter the Great,0,0,0.0,1
Réaumur,0,0,0.0,1
Lady-Countess,0,0,0.0,1
de Beausset’s,0,0,0.0,1
Corvisart,0,0,0.0,1
Michael Nikanórovich,0,0,0.0,1
Ilágin,0,0,0.0,2
Belliard,0,0,0.0,4
Berthier,0,0,0.0,2
M. de Beausset’s,0,0,0.0,1
Prince Peter Ivánovich,0,0,0.0,1
Fëdor,0,0,0.0,1
Semënova,0,0,0.0,1
“Prince Andrew’s,0,0,0.0,1
Nóvgorod,0,0,0.0,1
Selivánov,0,0,0.0,1
de Castrès,0,0,0.0,1
de Turenne,0,0,0.0,1
Dorogobúzh,0,0,0.0,1
Prince Kutúzov,0,0,0.0,2
Weimar,0,0,0.0,1
Matthew Iványch Plátov,0,0,0.0,1
Alpátych,0,0,0.0,3
Prince Bolkónski’s,0,0,0.0,1
Rostóv to Ilyín,0,0,0.0,1
Trap-ta-ta-tap,0,0,0.0,1
Mary saw Dessalles,0,0,0.0,1
Satisfied,0,0,0.0,1
Wintzingerodes,0,0,0.0,1
Prince Golítsyn,0,0,0.0,1
Julner,0,0,0.0,1
Dunyásha,0,0,0.0,1
Prince Saltykóv,0,0,0.0,1
chuck,0,0,0.0,1
Saxon,0,0,0.0,1
Kóvno,0,0,0.0,1
Sewene Highness,0,0,0.0,1
la ville,0,0,0.0,1
Vilkavisski,0,0,0.0,2
Lvóvich Púshkin,0,0,0.0,1
Julie Drubetskáya,0,0,0.0,2
Prince Galítsyn,0,0,0.0,1
Peter Kirílovich,0,0,0.0,5
Natalie Rostóva’s,0,0,0.0,1
Dmítrievna,0,0,0.0,1
Tproo,0,0,0.0,1
Stëshka,0,0,0.0,1
Achilles,0,0,0.0,1
Mummy,0,0,0.0,5
Schneider,0,0,0.0,1
Mary Nikoláevna,0,0,0.0,3
Dólokhov to Rostóv,0,0,0.0,1
Peterkin,0,0,0.0,1
Andrew!”—said,0,0,0.0,1
Fatty,0,0,0.0,1
Nikúlins,0,0,0.0,1
birdie,0,0,0.0,1
Nurse Sávishna,0,0,0.0,1
Miss,0,0,0.0,7
Empewah,0,0,0.0,1
Demyán,0,0,0.0,1
Will Papa,0,0,0.0,1
Monsieur Denísov,0,0,0.0,1
death?—death,0,0,0.0,1
Emilie de Mansfeld,0,0,0.0,1
Hosanna,0,0,0.0,1
His Majesty,0,0,0.0,1
Napoleon Knows,0,0,0.0,1
Vasíli Ignátovich,0,0,0.0,1
Vasíli Denísov’s,0,0,0.0,1
M. Michaud’s,0,0,0.0,1
Vasíli Denísov,0,0,0.0,1
Kólya,0,0,0.0,1
Repnín,0,0,0.0,2
Anna Ignátyevna Malvíntseva,0,0,0.0,1
Alexander’s Guards,0,0,0.0,1
Malvíntseva Nicholas,0,0,0.0,1
Tróitsa,0,0,0.0,2
Foot Guards,0,0,0.0,1
Ápsherons,0,0,0.0,1
Tss,0,0,0.0,1
Orders,0,0,0.0,1
M. Ramballe,0,0,0.0,1
de Rostopchíne,0,0,0.0,1
Smolyanínov,0,0,0.0,1
Saxony,0,0,0.0,1
Quay,0,0,0.0,1
Cyril Matvéich,0,0,0.0,1
Petersburg Berg,0,0,0.0,1
shaven chin,0,0,0.0,1
Sulphur,0,0,0.0,1
“Peter Kirílych,0,0,0.0,1
Vasílchikov,0,0,0.0,1
Vereshchágin,0,0,0.0,3
Gabriel Ivánovich,0,0,0.0,1
Russian Masonry,0,0,0.0,1
Monsieur Magnítski,0,0,0.0,1
Michael Mikháylovich Speránski,0,0,0.0,1
Ma’am’selle,0,0,0.0,1
Hoffman,0,0,0.0,1
Prince Andrew Bolkónski,0,0,0.0,1
thrice,0,0,0.0,1
je suis,0,0,0.0,2
Makéev,0,0,0.0,1
Mikólka,0,0,0.0,1
Amphilochus,0,0,0.0,1
Ivánushka,0,0,0.0,2
Freemasonry Pierre,0,0,0.0,1
Schwarzenberg,0,0,0.0,1
Borovítski,0,0,0.0,1
Uncle Ignát,0,0,0.0,1
Ilyá Andréevich Rostóv,0,0,0.0,1
Tipsy,0,0,0.0,1
Suffragan,0,0,0.0,1
Torture,0,0,0.0,1
George Dandin,0,0,0.0,1
Leo Tolstoy,0,0,0.0,1
